url,postal_code,municipality,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,availability,number_of_bedrooms,livable_surface,furnished,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,garden,terrace,total_land_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47829,1180,ukkel,VBD47829,2 900 000 €,,No,To be renovated,,1960,On contract,8,630 m²,No,Yes,,5,5,Fuel oil,No,,4,Yes,Yes,3200 m²,Yes,Yes,302 kWh/m²/year,,,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47831,1640,sint-genesius-rode,VBD47831,2 290 000 €,6 006 €,No,Excellent,No,2012,On contract,5,503 m²,No,Yes,1,5,6,,No,East,4,Yes,Yes,1500 m²,Yes,Yes,122 kWh/m²/year,,17/02/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1630/linkebeek/vbd47835,1630,linkebeek,VBD47835,2 290 000 €,6 006 €,No,Excellent,No,2012,On contract,5,503 m²,No,Yes,1,5,6,,No,East,4,Yes,Yes,1500 m²,Yes,Yes,122 kWh/m²/year,,17/02/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47836,1180,ukkel,VBD47836,1 295 000 €,,No,Fully renovated,,1952,On contract,3,203 m²,No,Yes,1,1,,Gas,No,North-east,3,Yes,Yes,330 m²,Yes,Yes,206 kWh/m²/year,,04/03/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/9840/de-pinte/rbu64208,9840,de-pinte,RBU64208,860 000 €,1 270 €,No,Excellent,,1954,On contract,3,185 m²,No,Yes,1,1,2,Gas,No,,4,Yes,Yes,863 m²,Yes,Yes,283 kWh/m²/year,,23/05/2035,"yes, certificate in accordance",Yes,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4217/heron/vbd47983,4217,heron,VBD47983,289 000 €,,No,,No,,On contract,3,150 m²,No,Yes,2,1,2,Fuel oil,No,South,4,Yes,No,2100 m²,,,526 kWh/m²/year,20250811001329,11/08/2035,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/cottage/for-sale/3640/kinrooi/rbu64303,3640,kinrooi,RBU64303,319 000 €,497 €,No,,,1918,On contract,5,301 m²,,Yes,1,1,,Fuel oil,,,4,Yes,Yes,3296 m²,,,742 kWh/m²/year,,10/12/2032,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3640/kinrooi/rbu64304,3640,kinrooi,RBU64304,449 000 €,852 €,No,,,1974,On contract,3,217 m²,,Yes,1,1,,Hot air,,,4,Yes,Yes,720 m²,,,74 kWh/m²/year,,15/12/2034,,No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vwd15562,7500,tournai,VWD15562,180 000 €,504 €,No,Fully renovated,,,,2,111 m²,,,,1,,Gas,,,3,,,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2160/wommelgem/rbu64311,2160,wommelgem,RBU64311,629 000 €,,No,,No,1956,,4,256 m²,,Yes,1,2,2,Gas,No,North,4,Yes,Yes,973 m²,,,0 kWh/m²/year,20250602-0003614877-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3630/maasmechelen/rbu64305,3630,maasmechelen,RBU64305,275 000 €,,No,,No,1968,On contract,2,127 m²,,Yes,1,1,1,Gas,No,South,4,Yes,Yes,1449 m²,,,320 kWh/m²/year,20251021-0003713404-RES-3,,,No,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7600/peruwelz/vbd47986,7600,peruwelz,VBD47986,450 000 €,1 105 €,No,,No,1995,On contract,4,250 m²,No,Yes,1,2,1,Gas,No,South,4,Yes,Yes,3898 m²,,,224 kWh/m²/year,20230502007471,02/05/2033,Not applicable,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7300/boussu/vbd47987,7300,boussu,VBD47987,170 000 €,775 €,No,To be renovated,No,1988,On contract,3,144 m²,,Yes,,1,1,Electricity,,,4,Yes,No,672 m²,,,887 kWh/m²/year,20251001029789,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu64314,8000,brugge,RBU64314,369 000 €,,No,,No,,On contract,2,110 m²,,,,,,Gas,No,,2,Yes,No,62 m²,,,,,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/6661/mont/vbd47992,6661,mont,VBD47992,225 000 €,741 €,No,To be renovated,,,On contract,5,219 m²,No,,,1,,Fuel oil,,,4,Yes,Yes,1880 m²,,Yes,408 kWh/m²/year,,12/06/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu64318,2200,noorderwijk,RBU64318,389 000 €,741 €,No,To be renovated,No,1969,On contract,3,196 m²,No,Yes,1,1,1,Fuel oil,No,North-east,4,Yes,Yes,816 m²,,Yes,891 kWh/m²/year,20220530-002613405-RES-1,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu64313,8000,brugge,RBU64313,319 000 €,,No,,No,,On contract,2,120 m²,,,,1,2,Gas,No,South,2,No,No,64 m²,,,,,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9770/kruishoutem/vbd47875,9770,kruishoutem,VBD47875,454 397 €,,,New,,,,4,148 m²,,,,1,2,,,,4,,,556 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47994,1640,sint-genesius-rode,VBD47994,895 000 €,,No,,No,,,4,200 m²,,Yes,,2,2,,No,South-west,4,Yes,Yes,950 m²,,,340 kWh/m²/year,20250326-0003562280,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2970/schilde/rbu64312,2970,schilde,RBU64312,385 000 €,,No,,No,1930,On contract,3,118 m²,,,,1,3,Gas,No,North-east,2,Yes,Yes,203 m²,,,0 kWh/m²/year,20250605-0003618266-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9200/appels/rbu64229,9200,appels,RBU64229,399 000 €,304 €,No,Fully renovated,,,,3,195 m²,,Yes,,2,,Hot air,No,South-east,,Yes,No,160 m²,,,80 kWh/m²/year,42006-G-OMV_202415247/EP12862/A001/D01/SD001,24/02/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu64233,2170,merksem,RBU64233,428 000 €,,No,Normal,,1963,Negotiable,2,202 m²,,Yes,1,2,,Gas,No,South-east,,Yes,No,201 m²,,,206 kWh/m²/year,20251022-0003713448-RES-2,21/10/2035,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu64230,3090,overijse,RBU64230,745 000 €,3 168 €,No,Normal,,1982,,3,198 m²,,Yes,1,1,,Gas,No,North-west,,Yes,Yes,1375 m²,,,202 kWh/m²/year,20250804-0003658303-RES-1,04/08/2035,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47876,4500,huy,VBD47876,275 000 €,406 €,No,Fully renovated,,,,4,146 m²,No,,,2,,Not specified,No,North,,Yes,Yes,489 m²,,,230 kWh/m²/year,20251103003779,03/11/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2950/kapellen/rbu64236,2950,kapellen,RBU64236,399 000 €,721 €,No,Normal,No,1959,On contract,3,175 m²,No,Yes,1,,,Gas,No,South-west,,Yes,Yes,453 m²,Yes,Yes,247 kWh/m²/year,20251102-0003724194-RES-1,02/11/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/4750/butgenbach/vbd47882,4750,butgenbach,VBD47882,750 000 €,,No,Excellent,No,1940,On contract,17,711 m²,Yes,Yes,2,14,17,Fuel oil,,South,4,Yes,Yes,2200 m²,,Yes,295 kWh/m²/year,,28/11/2027,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/master-house/for-sale/7520/templeuve/vbd47884,7520,templeuve,VBD47884,695 000 €,,No,,No,,,6,310 m²,No,Yes,2,3,2,Fuel oil,No,,4,Yes,Yes,2638 m²,,,324 kWh/m²/year,20250826004902,26/08/2035,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47895,4500,huy,VBD47895,189 500 €,708 €,No,To renovate,No,,On contract,3,160 m²,No,,,2,3,Gas,No,North,2,No,Yes,66 m²,Yes,Yes,308 kWh/m²/year,,07/05/2022,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd47899,1180,ukkel,VBD47899,499 000 €,2 333 €,No,Normal,No,1920,,3,130 m²,No,,,1,1,Gas,No,North-east,2,Yes,Yes,,,,340 kWh/m²/year,20191124 - TEST,09/07/2028,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd47897,4000,liege,VBD47897,279 000 €,,No,Excellent,No,,Immediately,2,130 m²,,Yes,1,1,,Fuel oil,,,2,Yes,Yes,,,Yes,276 kWh/m²/year,20251021019206,,"yes, certificate in accordance",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7911/hacquegnies/vbd47883,7911,hacquegnies,VBD47883,595 000 €,,No,To be renovated,No,,,6,570 m²,No,Yes,1,2,,Fuel oil,No,,4,Yes,Yes,3167 m²,,,176 kWh/m²/year,20160111018141,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9190/stekene/rbu64238,9190,stekene,RBU64238,695 000 €,,No,Normal,No,,Negotiable,5,160 m²,No,Yes,1,1,2,,No,South-west,4,Yes,Yes,11268 m²,,,590 kWh/m²/year,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3680/neeroeteren/rbu64241,3680,neeroeteren,RBU64241,295 000 €,692 €,No,To be renovated,No,1963,Negotiable,3,,No,Yes,1,1,2,Gas,No,,4,Yes,No,755 m²,Yes,Yes,461 kWh/m²/year,,,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4950/waimes/vbd47914,4950,waimes,VBD47914,370 000 €,,No,To be renovated,No,1980,On contract,4,342 m²,No,Yes,,,2,Fuel oil,No,South,4,Yes,Yes,1152 m²,,Yes,538 kWh/m²/year,20250326004174,26/03/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/6761/latour/vbd47917,6761,latour,VBD47917,380 000 €,869 €,No,Normal,No,1800,Negotiable,5,175 m²,No,Yes,2,2,2,Fuel oil,No,,4,Yes,Yes,528 m²,,Yes,493 kWh/m²/year,202509266013164,26/09/2035,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbd47918,7340,wasmes,VBD47918,30 000 €,292 €,No,To be renovated,No,,On contract,1,90 m²,No,,,,,Not specified,No,North,2,Yes,No,270 m²,,,,,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd47919,7500,tournai,VBD47919,160 000 €,679 €,No,Normal,No,,,2,,No,Yes,2,1,2,Gas,No,South,,No,Yes,76 m²,,,290 kWh/m²/year,20251009009834,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8970/poperinge/rbu64242,8970,poperinge,RBU64242,159 000 €,307 €,No,To be renovated,No,1874,On contract,3,130 m²,No,Yes,1,1,1,,No,North-east,3,Yes,Yes,353 m²,,,867 kWh/m²/year,0003683304,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47933,7700,mouscron,VBD47933,310 000 €,1 244 €,No,To be renovated,No,1979,,3,178 m²,No,Yes,1,,1,Gas,No,South-west,4,Yes,Yes,660 m²,Yes,Yes,400 kWh/m²/year,20250920005863,20/09/2035,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47995,1640,sint-genesius-rode,VBD47995,665 000 €,,No,,No,1965,,5,215 m²,,Yes,3,3,3,Gas,No,South-east,4,Yes,No,866 m²,,,390 kWh/m²/year,20251021-0003707581-RES-1,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd47932,4100,seraing,VBD47932,350 000 €,861 €,No,Normal,No,1950,,5,249 m²,No,Yes,1,3,2,Gas,No,,2,Yes,Yes,241 m²,,,243 kWh/m²/year,20221130014411,30/11/2032,No certificate,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd47936,4577,modave,VBD47936,299 000 €,,,New,,2025,,3,,,,,1,,Hot air,,,2,Yes,Yes,,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbu64243,3600,genk,RBU64243,365 000 €,937 €,No,To be renovated,No,1961,On contract,3,185 m²,No,Yes,1,,,Gas,No,,,Yes,Yes,937 m²,,,317 kWh/m²/year,,,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/7950/huissignies/vbd47937,7950,huissignies,VBD47937,230 000 €,,No,To be renovated,No,1900,,2,191 m²,No,Yes,2,1,1,Fuel oil,No,North-west,4,Yes,No,4407 m²,,Yes,620 kWh/m²/year,20251003013291,03/10/2035,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu64244,8790,waregem,RBU64244,548 000 €,,,New,No,2025,Immediately,3,200 m²,No,Yes,,1,2,Hot air,No,,3,Yes,Yes,409 m²,,Yes,,,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd47941,7500,tournai,VBD47941,499 000 €,3 782 €,No,Normal,No,1966,,,800 m²,No,Yes,1,,3,Gas,No,,4,No,No,2205 m²,,,,,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1745/opwijk/rwc41166,1745,opwijk,RWC41166,450 000 €,838 €,No,Excellent,,2010,,4,150 m²,,Yes,,1,,Gas,,,3,Yes,Yes,333 m²,,,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd47945,6044,roux,VBD47945,125 000 €,319 €,No,To be renovated,No,,,2,136 m²,No,,,,1,Gas,No,,2,Yes,Yes,400 m²,Yes,Yes,474 kWh/m²/year,20250514001656,04/05/2035,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1320/tourinnes-la-grosse/vbd47946,1320,tourinnes-la-grosse,VBD47946,245 000 €,321 €,No,,No,,On contract,1,100 m²,No,Yes,1,1,1,Fuel oil,No,East,3,Yes,Yes,512 m²,,Yes,640 kWh/m²/year,20171120016237,20/11/2027,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9880/aalter/rbu64247,9880,aalter,RBU64247,425 000 €,1 028 €,No,,No,1970,,4,216 m²,No,,,2,1,Fuel oil,No,South,4,Yes,No,812 m²,,,536 kWh/m²/year,20250422-0003583539-RES-1,,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7860/lessines/rbu64253,7860,lessines,RBU64253,110 000 €,245 €,No,To be renovated,No,1957,Immediately,2,100 m²,No,,,1,1,Gas,No,,2,Yes,No,,Yes,Yes,525 kWh/m²/year,,04/05/2025,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3050/oud-heverlee/rbu64257,3050,oud-heverlee,RBU64257,446 000 €,961 €,No,Normal,No,1968,On contract,3,188 m²,No,,,1,,Gas,No,,3,Yes,No,295 m²,Yes,Yes,352 kWh/m²/year,20251023-0003669187-RES-2,23/10/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu64254,9620,zottegem,RBU64254,275 000 €,570 €,No,,No,1959,,2,124 m²,No,Yes,,1,2,Fuel oil,No,South,4,Yes,Yes,298 m²,,Yes,391 kWh/m²/year,20250505-0003581248-RES-1,,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7063/chaussee-notre-dame-louvignies/vwd15561,7063,chaussee-notre-dame-louvignies,VWD15561,850 000 €,1 204 €,No,Excellent,No,1900,On contract,8,245 m²,,Yes,,3,,Gas,,,4,Yes,Yes,3143 m²,Yes,Yes,211 kWh/m²/year,20231016026924,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu64255,1502,lembeek,RBU64255,399 000 €,923 €,No,To be renovated,No,,Immediately,4,492 m²,No,,,2,1,Wood,No,,,Yes,No,,Yes,Yes,339 kWh/m²/year,3684673,,"No, certificate does not comply",No,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64258,3130,begijnendijk,RBU64258,479 500 €,,,New,No,2025,On contract,3,153 m²,No,,,2,2,,No,South-west,3,Yes,Yes,418 m²,,,9 kWh/m²/year,,,"yes, certificate in accordance",No,Extended area of residence,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbu64263,8870,izegem,RBU64263,329 000 €,701 €,No,Normal,Yes,1999,,3,87 m²,No,Yes,1,1,2,Gas,No,West,3,Yes,Yes,450 m²,Yes,Yes,243 kWh/m²/year,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64259,3130,begijnendijk,RBU64259,649 500 €,,No,,No,,On contract,4,213 m²,No,,,1,2,,No,South-west,4,Yes,Yes,670 m²,,,,24007-G-OMV_2021190382/EP18555/A003/D01/SD001,,"yes, certificate in accordance",No,Extended area of residence,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu64266,2400,mol,RBU64266,749 000 €,,No,Normal,No,1960,On contract,5,358 m²,No,Yes,,2,2,Gas,Yes,South,3,Yes,Yes,7215 m²,,Yes,260 kWh/m²/year,3627331-RES-1,17/06/2035,"No, certificate does not comply",No,Industrial zone,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8780/oostrozebeke/rbu64260,8780,oostrozebeke,RBU64260,349 000 €,,No,Normal,No,,,3,145 m²,No,,,2,2,Gas,No,,3,No,Yes,146 m²,Yes,Yes,79 kWh/m²/year,20250525-0003609852-RES-1,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu64262,8800,roeselare,RBU64262,249 500 €,384 €,No,Normal,Yes,1956,,3,123 m²,No,,,1,2,Gas,No,North-east,2,Yes,Yes,248 m²,Yes,Yes,232 kWh/m²/year,,,"yes, certificate in accordance",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3900/overpelt/rbu64267,3900,overpelt,RBU64267,589 000 €,,,New,No,2019,Negotiable,3,281 m²,No,,,,2,,No,South-east,4,Yes,Yes,1047 m²,Yes,Yes,,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd47956,4300,waremme,VBD47956,180 000 €,406 €,No,Normal,,,On contract,2,113 m²,,,,1,1,Fuel oil,,,2,Yes,Yes,280 m²,,,470 kWh/m²/year,,27/10/2031,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3900/pelt/rbu64268,3900,pelt,RBU64268,390 000 €,,No,To be renovated,No,1981,On contract,4,221 m²,No,Yes,,1,1,Gas,No,North-west,4,Yes,Yes,,Yes,Yes,619 kWh/m²/year,20250902-0003676774-RES-1,02/09/2035,Not applicable,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3583/paal/rbu64265,3583,paal,RBU64265,169 000 €,,No,To be renovated,No,1906,On contract,2,106 m²,No,Yes,1,1,1,Fuel oil,No,South-east,2,Yes,No,,,Yes,984 kWh/m²/year,,06/10/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8211/aartrijke/rbu64276,8211,aartrijke,RBU64276,279 000 €,563 €,No,To be renovated,No,,On contract,3,175 m²,No,,,1,2,Electricity,No,,4,Yes,No,4824 m²,,,355 kWh/m²/year,,,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2610/wilrijk/rbu64287,2610,wilrijk,RBU64287,365 000 €,,No,Normal,No,,On contract,3,123 m²,No,,,1,2,,No,North,2,Yes,No,,,,200 kWh/m²/year,3635250-RES-1,30/06/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2140/borgerhout/rbu64288,2140,borgerhout,RBU64288,239 000 €,374 €,No,To be renovated,No,1899,On contract,4,148 m²,No,,,1,,Gas,No,West,2,No,No,65 m²,,,610 kWh/m²/year,3642456-RES-1,08/07/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd47961,5002,saint-servais,VBD47961,275 000 €,711 €,No,To renovate,No,1930,On contract,4,147 m²,No,,,2,2,Gas,No,,2,Yes,Yes,205 m²,Yes,Yes,410 kWh/m²/year,,09/10/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2960/brecht/rbu64290,2960,brecht,RBU64290,189 000 €,242 €,No,To be renovated,No,1925,On contract,2,101 m²,No,Yes,,1,,,No,South-west,3,Yes,No,375 m²,,,567 kWh/m²/year,Certificaat-20250625-0003633524-RES-1,25/06/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2100/deurne/rbu64292,2100,deurne,RBU64292,329 000 €,401 €,No,Normal,No,,On contract,2,167 m²,No,,,1,2,Electricity,No,South-east,2,No,Yes,180 m²,,Yes,761 kWh/m²/year,3675991,01/09/2035,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1301/bierges/vbd47965,1301,bierges,VBD47965,795 000 €,,No,Normal,Yes,1988,,4,200 m²,No,Yes,2,2,3,Fuel oil,No,,3,Yes,Yes,1945 m²,,Yes,241 kWh/m²/year,,17/02/2029,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8400/oostende/rbu64289,8400,oostende,RBU64289,279 000 €,1 100 €,No,Normal,No,1960,,3,,No,,,,,Gas,No,,3,No,No,,,,,,,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1390/biez/vbd47971,1390,biez,VBD47971,1 250 000 €,1 602 €,No,,,,On contract,6,396 m²,No,Yes,2,2,2,Fuel oil,No,,4,Yes,Yes,11082 m²,,Yes,427 kWh/m²/year,,14/03/2029,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1301/bierges/vbd47969,1301,bierges,VBD47969,995 000 €,2 667 €,No,Normal,,1800,On contract,5,258 m²,No,Yes,,3,3,Electricity,No,North-west,4,Yes,Yes,3465 m²,,Yes,338 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd47978,1150,sint-pieters-woluwe,VBD47978,749 000 €,,No,Excellent,No,1958,On contract,4,193 m²,No,Yes,,2,3,,No,,2,Yes,Yes,122 m²,,,178 kWh/m²/year,,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5310/eghezee/vbd47972,5310,eghezee,VBD47972,390 000 €,,No,Excellent,No,1582,On contract,2,176 m²,No,,,2,3,Gas,No,South,2,Yes,Yes,424 m²,Yes,Yes,177 kWh/m²/year,,19/01/2032,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd48006,1050,elsene,VBD48006,2 650 000 €,,,New,No,2024,On contract,4,467 m²,No,Yes,2,5,6,Gas,Yes,,3,Yes,Yes,150 m²,Yes,,38 kWh/m²/year,,28/11/2034,"yes, certificate in accordance",,,,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5580/wavreille/vbd48010,5580,wavreille,VBD48010,159 000 €,831 €,No,To be renovated,No,1900,On contract,3,145 m²,No,,,,1,Fuel oil,No,North-west,3,Yes,No,611 m²,,Yes,316 kWh/m²/year,20250820029209,20/08/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5575/willerzie/vbd48011,5575,willerzie,VBD48011,169 000 €,379 €,No,Normal,No,1956,On contract,3,127 m²,No,Yes,1,,2,Fuel oil,No,West,2,Yes,Yes,,,,472 kWh/m²/year,20160804000170,04/08/2026,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbd48004,1190,vorst,VBD48004,2 650 000 €,,,New,No,2024,On contract,4,467 m²,No,Yes,2,5,6,Gas,Yes,,3,Yes,Yes,150 m²,Yes,,38 kWh/m²/year,,28/11/2034,"yes, certificate in accordance",,,,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vbd48012,6200,chatelineau,VBD48012,389 000 €,281 €,No,Normal,No,,On contract,3,150 m²,No,Yes,3,,2,Gas,No,South-east,2,Yes,Yes,425 m²,,,260 kWh/m²/year,20191204022945,04/12/2029,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd48015,1150,sint-pieters-woluwe,VBD48015,1 225 000 €,,No,Excellent,,1982,On contract,4,264 m²,No,Yes,1,2,3,Gas,No,South,3,Yes,Yes,128 m²,Yes,Yes,189 kWh/m²/year,,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2570/duffel/rbu64328,2570,duffel,RBU64328,419 000 €,,No,,No,1949,,3,129 m²,,Yes,,1,2,Gas,No,South-west,2,Yes,No,191 m²,,,164 kWh/m²/year,20250929-003696812-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd48017,1150,sint-pieters-woluwe,VBD48017,950 000 €,,No,Excellent,,1982,On contract,4,264 m²,No,Yes,1,2,3,Gas,No,South,3,Yes,Yes,128 m²,Yes,Yes,189 kWh/m²/year,,,"No, certificate does not comply",,,(information not available),(information not available)
